x_initial,selected_vacuum_0_2pi,selected_signed_vacuum,x_at_stop,distance_to_vacuum
0.0,5.759586531581287,-0.5235987755982994,-0.5546824656693486,0.031083690071049584
0.5235987755982988,5.759586531581287,-0.5235987755982994,-0.4695667452703626,0.05403203032793715
1.0471975511965976,5.759586531581287,-0.5235987755982994,-0.47559401773001014,0.04800475786828897
1.5707963267948966,5.759586531581287,-0.5235987755982994,-0.5011813665559024,0.022417409042397442
2.0943951023931953,5.759586531581287,-0.5235987755982994,-0.515171832197343,0.008426943400956757
2.617993877991494,5.759586531581287,-0.5235987755982994,-0.4805824410528415,0.043016334545457974
3.141592653589793,5.759586531581287,-0.5235987755982994,-0.479055994749172,0.04454278084912769
3.665191429188092,0.5235987755982988,0.5235987755982988,6.868320698593611,0.06153661581572553
4.1887902047863905,0.5235987755982988,0.5235987755982988,6.7978122845562,0.008971798221685279
4.71238898038469,0.5235987755982988,0.5235987755982988,6.783949256983332,0.022834825794553447
5.235987755982988,0.5235987755982988,0.5235987755982988,6.7573237826718975,0.04946030010598814
5.759586531581287,0.5235987755982988,0.5235987755982988,6.75663543008245,0.0501486526954358
