x_initial,selected_vacuum_0_2pi,selected_signed_vacuum,x_at_stop,distance_to_vacuum
0.0,0.5235987755982988,0.5235987755982988,0.5633321974680506,0.03973342186975182
0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5577796086180176,0.03418083301971875
1.0471975511965976,0.5235987755982988,0.5235987755982988,0.5520680386463516,0.02846926304805275
1.5707963267948966,0.5235987755982988,0.5235987755982988,0.5499405903655519,0.026341814767253058
2.0943951023931953,0.5235987755982988,0.5235987755982988,0.5607246740641684,0.037125898465869556
2.617993877991494,0.5235987755982988,0.5235987755982988,0.5728707948949613,0.04927201929666247
3.141592653589793,0.5235987755982988,0.5235987755982988,0.47713259393741236,0.04646618166088645
3.665191429188092,0.5235987755982988,0.5235987755982988,6.8403699953459425,0.033585912568056854
4.1887902047863905,0.5235987755982988,0.5235987755982988,6.844533529737421,0.03774944695953562
4.71238898038469,0.5235987755982988,0.5235987755982988,6.853508268031554,0.04672418525366837
5.235987755982988,0.5235987755982988,0.5235987755982988,6.853223228946714,0.046439146168828244
5.759586531581287,0.5235987755982988,0.5235987755982988,6.8507107952687125,0.043926712490826886
